worker_key,image_id,image_path,worker_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,depth_z_m,distance_class_3
2person-garage_000430#1,2person-garage_000430,images/2person-garage_000430.png,1,98.679459,218.801697,368.145447,718.472046,1.553711,<3
2person-garage_000468#1,2person-garage_000468,images/2person-garage_000468.png,1,44.021736,320.884277,128.229507,539.362854,5.066406,3-6
2person-garage_000468#2,2person-garage_000468,images/2person-garage_000468.png,2,305.598358,322.502777,392.327576,530.150513,5.902344,3-6
2person-garage_000475#1,2person-garage_000475,images/2person-garage_000475.png,1,276.544861,324.693451,344.655151,492.591644,6.789062,>6
2person-garage_000475#2,2person-garage_000475,images/2person-garage_000475.png,2,466.279816,317.637909,553.808777,494.858917,6.90625,>6
2person-garage_000488#1,2person-garage_000488,images/2person-garage_000488.png,1,356.572571,310.857147,404.641602,444.864258,8.3125,>6
2person-garage_000488#2,2person-garage_000488,images/2person-garage_000488.png,2,527.056885,301.286072,586.602417,452.821198,7.875,>6
2person-garage_000497#1,2person-garage_000497,images/2person-garage_000497.png,1,385.244305,335.059796,433.415161,474.070676,7.597656,>6
2person-garage_000497#2,2person-garage_000497,images/2person-garage_000497.png,2,529.477722,322.317291,588.663818,475.325073,8.09375,>6
2person-garage_000500#1,2person-garage_000500,images/2person-garage_000500.png,1,354.131744,311.698334,411.804822,463.082191,7.234375,>6
2person-garage_000500#2,2person-garage_000500,images/2person-garage_000500.png,2,477.171204,303.099365,532.734985,456.198517,7.994141,>6
2person-garage_000511#1,2person-garage_000511,images/2person-garage_000511.png,1,413.45874,336.975494,477.166809,531.420471,5.798828,3-6
2person-garage_000511#2,2person-garage_000511,images/2person-garage_000511.png,2,478.432617,330.163116,538.11731,490.160522,7.558594,>6
2person-garage_000528#1,2person-garage_000528,images/2person-garage_000528.png,1,411.66806,315.148132,480.288116,478.836914,7.457031,>6
2person-garage_000528#2,2person-garage_000528,images/2person-garage_000528.png,2,506.181824,325.171631,631.844177,681.940613,3.197266,3-6
2person-garage_000530#1,2person-garage_000530,images/2person-garage_000530.png,1,430.180481,306.102448,484.330444,467.92511,7.554688,>6
2person-garage_000530#2,2person-garage_000530,images/2person-garage_000530.png,2,549.082581,317.811951,701.741089,718.631653,2.920898,<3
2person-garage_000541#1,2person-garage_000541,images/2person-garage_000541.png,1,429.926147,338.686615,483.51059,490.445068,8.09375,>6
2person-garage_000541#2,2person-garage_000541,images/2person-garage_000541.png,2,809.759216,358.251709,959.185913,719.562927,2.496094,<3
2person-garage_000554#1,2person-garage_000554,images/2person-garage_000554.png,1,441.913269,327.109985,491.75705,451.041626,9.726562,>6
2person-garage_000554#2,2person-garage_000554,images/2person-garage_000554.png,2,807.94281,349.88205,940.191833,632.459167,4.09375,3-6
2person-garage_000562#1,2person-garage_000562,images/2person-garage_000562.png,1,390.450989,296.514343,431.913574,419.023529,11.089844,>6
2person-garage_000562#2,2person-garage_000562,images/2person-garage_000562.png,2,713.382935,324.030304,801.866638,545.131165,5.15625,3-6
2person-garage_000574#1,2person-garage_000574,images/2person-garage_000574.png,1,346.586308,346.791565,402.266126,474.479182,10.761719,>6
2person-garage_000574#2,2person-garage_000574,images/2person-garage_000574.png,2,695.040344,362.855927,789.988403,569.578125,5.582031,3-6
2person-garage_000583#1,2person-garage_000583,images/2person-garage_000583.png,1,321.114532,336.304779,374.324615,472.334015,9.140625,>6
2person-garage_000583#2,2person-garage_000583,images/2person-garage_000583.png,2,701.076965,368.366547,779.048828,570.328369,5.859375,3-6
2person-garage_000597#1,2person-garage_000597,images/2person-garage_000597.png,1,332.489716,328.762268,399.432526,507.247833,7.105469,>6
2person-garage_000597#2,2person-garage_000597,images/2person-garage_000597.png,2,732.95697,369.778809,821.887634,564.542603,5.726562,3-6
2person-garage_000603#1,2person-garage_000603,images/2person-garage_000603.png,1,338.660156,329.023956,411.738098,528.231262,6.296875,>6
2person-garage_000603#2,2person-garage_000603,images/2person-garage_000603.png,2,723.938477,359.047333,799.027649,550.538391,6.335938,>6
2person-garage_000610#1,2person-garage_000610,images/2person-garage_000610.png,1,355.950653,318.946381,429.393524,537.132812,5.464844,3-6
2person-garage_000610#2,2person-garage_000610,images/2person-garage_000610.png,2,678.871643,350.901489,757.522522,535.921875,6.152344,>6
2person-garage_000626#1,2person-garage_000626,images/2person-garage_000626.png,1,423.288666,347.97995,529.217529,608.59314,4.828125,3-6
2person-garage_000626#2,2person-garage_000626,images/2person-garage_000626.png,2,511.534882,377.394958,601.301208,563.003479,6.101562,>6
2person-garage_000637#1,2person-garage_000637,images/2person-garage_000637.png,1,390.770325,356.944519,466.852661,532.454773,6.398438,>6
2person-garage_000637#2,2person-garage_000637,images/2person-garage_000637.png,2,491.407379,343.881683,568.814087,559.178101,5.738281,3-6
2person-garage_000649#1,2person-garage_000649,images/2person-garage_000649.png,1,276.781982,364.652313,362.929352,554.896179,5.667969,3-6
2person-garage_000649#2,2person-garage_000649,images/2person-garage_000649.png,2,540.648926,360.633301,616.873901,547.805969,6.652344,>6
2person-garage_000657#1,2person-garage_000657,images/2person-garage_000657.png,1,200.33551,331.055511,300.761169,541.680969,5.53125,3-6
2person-garage_000657#2,2person-garage_000657,images/2person-garage_000657.png,2,552.266235,331.324768,640.160339,509.663361,7.160156,>6
2person-garage_000668#1,2person-garage_000668,images/2person-garage_000668.png,1,89.335503,336.530731,223.199112,623.073547,4.066406,3-6
2person-garage_000668#2,2person-garage_000668,images/2person-garage_000668.png,2,633.447388,358.398315,727.758789,540.629333,6.832031,>6
2person-garage_000672#1,2person-garage_000672,images/2person-garage_000672.png,1,19.077101,331.558594,180.191818,672.306763,3.402344,3-6
2person-garage_000672#2,2person-garage_000672,images/2person-garage_000672.png,2,649.711365,344.386505,726.839417,523.202881,6.925781,>6
2person-garage_000687#1,2person-garage_000687,images/2person-garage_000687.png,1,78.239845,309.83432,256.246765,719.215576,2.300781,<3
2person-garage_000687#2,2person-garage_000687,images/2person-garage_000687.png,2,754.6026,338.35318,856.695618,514.656433,7.117188,>6
2person-garage_000690#1,2person-garage_000690,images/2person-garage_000690.png,1,230.710968,314.444153,381.297394,718.345886,2.338867,<3
2person-garage_000690#2,2person-garage_000690,images/2person-garage_000690.png,2,844.69574,339.697632,903.647095,517.989685,7.03125,>6
2person-garage_000727#1,2person-garage_000727,images/2person-garage_000727.png,1,811.654602,380.121704,939.421387,650.751953,4.386719,3-6
2person-garage_000739#1,2person-garage_000739,images/2person-garage_000739.png,1,559.876282,364.916077,606.650757,488.289459,10.046875,>6
2person-garage_000739#2,2person-garage_000739,images/2person-garage_000739.png,2,697.719971,382.211151,773.063965,582.213745,5.431641,3-6
2person-garage_000747#1,2person-garage_000747,images/2person-garage_000747.png,1,271.423981,361.671326,324.343149,505.801496,9.128906,>6
2person-garage_000747#2,2person-garage_000747,images/2person-garage_000747.png,2,441.994202,402.043243,496.599365,553.766541,6.535156,>6
2person-garage_000857#1,2person-garage_000857,images/2person-garage_000857.png,1,202.498489,331.306854,286.365997,518.995789,6.291016,>6
2person-garage_000864#1,2person-garage_000864,images/2person-garage_000864.png,1,227.396088,348.047974,318.550415,547.358093,6.050781,>6
2person-garage_000870#1,2person-garage_000870,images/2person-garage_000870.png,1,255.486008,325.964813,350.535217,521.793823,6.207031,>6
2person-garage_000885#1,2person-garage_000885,images/2person-garage_000885.png,1,394.994751,299.120117,460.109985,540.952148,5.136719,3-6
2person-garage_000896#1,2person-garage_000896,images/2person-garage_000896.png,1,487.281036,286.05249,642.129089,591.241699,4.019531,3-6
2person-garage_000908#1,2person-garage_000908,images/2person-garage_000908.png,1,633.645874,302.467621,852.735596,719.246155,2.861328,<3
2person-garage_000912#1,2person-garage_000912,images/2person-garage_000912.png,1,802.674316,270.481201,959.401611,718.832153,2.433594,<3
2person-garage_000928#1,2person-garage_000928,images/2person-garage_000928.png,1,0,280.192749,199.465667,720,1.083008,<3
2person-garage_000934#1,2person-garage_000934,images/2person-garage_000934.png,1,187.256744,246.69989,437.060852,719.362122,1.014648,<3
2person-garage_000947#1,2person-garage_000947,images/2person-garage_000947.png,1,349.134033,314.319183,600.573364,719.331482,1.515625,<3
2person-garage_000947#2,2person-garage_000947,images/2person-garage_000947.png,2,809.607239,332.782654,955.926453,665.497253,3.726562,3-6
2person-garage_000950#1,2person-garage_000950,images/2person-garage_000950.png,1,331.471069,328.458801,562.838379,719.390076,1.80957,<3
2person-garage_000950#2,2person-garage_000950,images/2person-garage_000950.png,2,714.768005,342.041107,813.781189,625.075256,4.359375,3-6
2person-garage_000961#1,2person-garage_000961,images/2person-garage_000961.png,1,270.85144,290.00351,419.925476,657.073425,3.099609,3-6
2person-garage_000961#2,2person-garage_000961,images/2person-garage_000961.png,2,587.274231,290.215942,660.20459,508.190826,5.683594,3-6
2person-garage_000971#1,2person-garage_000971,images/2person-garage_000971.png,1,115.88681,276.968262,243.095123,580.48114,3.792969,3-6
2person-garage_000971#2,2person-garage_000971,images/2person-garage_000971.png,2,451.573151,276.178711,511.845795,453.653412,7.023438,>6
2person-garage_000980#1,2person-garage_000980,images/2person-garage_000980.png,1,102.336136,260.815155,209.190033,530.747681,4.150391,3-6
2person-garage_000980#2,2person-garage_000980,images/2person-garage_000980.png,2,510.669067,274.051117,558.3479,437.706757,7.269531,>6
2person-garage_000991#1,2person-garage_000991,images/2person-garage_000991.png,1,413.571899,280.995117,488.5448,457.516479,6.609375,>6
2person-garage_001002#1,2person-garage_001002,images/2person-garage_001002.png,1,347.585846,310.634247,429.421173,557.255615,5.035156,3-6
2person-garage_001016#1,2person-garage_001016,images/2person-garage_001016.png,1,192.352066,295.095947,404.865265,719.089844,2.763672,<3
2person-garage_001024#1,2person-garage_001024,images/2person-garage_001024.png,1,0.240967,254.953262,190.416138,719.130066,1.542969,<3
2person-garage_001038#1,2person-garage_001038,images/2person-garage_001038.png,1,0.034081,335.017727,44.265403,665.979126,3.601562,3-6
2person-garage_001045#1,2person-garage_001045,images/2person-garage_001045.png,1,70.280983,365.807312,219.639099,640.096375,4.253906,3-6
2person-garage_001056#1,2person-garage_001056,images/2person-garage_001056.png,1,260.210541,332.087952,344.874115,522.034607,5.925781,3-6
2person-garage_001063#1,2person-garage_001063,images/2person-garage_001063.png,1,348.870789,304.058624,413.720245,468.197479,6.923828,>6
2person-garage_001078#1,2person-garage_001078,images/2person-garage_001078.png,1,440.731659,318.891541,502.73172,488.821564,6.488281,>6
2person-garage_001089#1,2person-garage_001089,images/2person-garage_001089.png,1,431.575836,335.935364,515.153015,556.261963,5.210938,3-6
2person-garage_001097#1,2person-garage_001097,images/2person-garage_001097.png,1,384.916901,306.744293,487.75882,575.571716,4.136719,3-6
2person-garage_001109#1,2person-garage_001109,images/2person-garage_001109.png,1,190.070755,298.284882,366.173615,719.368225,2.580078,<3
2person-garage_001114#1,2person-garage_001114,images/2person-garage_001114.png,1,55.288879,263.903046,226.541061,719.428589,1.976562,<3
2person-garage_001148#1,2person-garage_001148,images/2person-garage_001148.png,1,477.084869,345.686279,585.68866,638.026428,3.984375,3-6
2person-garage_001158#1,2person-garage_001158,images/2person-garage_001158.png,1,253.977997,266.519531,394.010651,633.607361,3.470703,3-6
2person-garage_001158#2,2person-garage_001158,images/2person-garage_001158.png,2,704.79657,315.894043,806.927307,543.26709,5.09375,3-6
2person-garage_001160#1,2person-garage_001160,images/2person-garage_001160.png,1,232.419937,271.192566,382.402496,630.990417,3.457031,3-6
2person-garage_001160#2,2person-garage_001160,images/2person-garage_001160.png,2,695.615906,314.573883,778.907837,532.490479,5.351562,3-6
2person-garage_001178#1,2person-garage_001178,images/2person-garage_001178.png,1,213.182663,236.443909,370.685089,668.304016,2.941406,<3
2person-garage_001178#2,2person-garage_001178,images/2person-garage_001178.png,2,671.54834,317.464905,736.873779,464.802277,7.445312,>6
2person-garage_001187#1,2person-garage_001187,images/2person-garage_001187.png,1,84.612106,199.154221,312.890076,719.603455,2.083984,<3
2person-garage_001187#2,2person-garage_001187,images/2person-garage_001187.png,2,607.5921,314.105896,683.955505,473.388417,7.550781,>6
2person-garage_001190#1,2person-garage_001190,images/2person-garage_001190.png,1,10.736561,212.470108,171.084641,612.048889,1.71875,<3
2person-garage_001190#2,2person-garage_001190,images/2person-garage_001190.png,2,589.744995,333.561798,635.902771,470.674377,7.492188,>6
2person-garage_001201#1,2person-garage_001201,images/2person-garage_001201.png,1,518.074036,291.629272,598.370544,466.429169,6.386719,>6
2person-garage_001214#1,2person-garage_001214,images/2person-garage_001214.png,1,484.671661,290.632874,577.542114,557.852966,4.394531,3-6
2person-garage_001224#1,2person-garage_001224,images/2person-garage_001224.png,1,484.435638,271.52182,620.569031,719.683533,2.712891,<3
2person-garage_001232#1,2person-garage_001232,images/2person-garage_001232.png,1,481.791412,251.0186,780.484375,719.386047,1.503906,<3
2person-garage_001247#1,2person-garage_001247,images/2person-garage_001247.png,1,0.498756,162.22876,285.534485,716.873901,1.300781,<3
2person-garage_001256#1,2person-garage_001256,images/2person-garage_001256.png,1,209.697235,258.569183,406.063293,719.609497,2.488281,<3
2person-garage_001268#1,2person-garage_001268,images/2person-garage_001268.png,1,313.373291,248.74617,439.217224,566.664673,3.835938,3-6
2person-garage_001268#2,2person-garage_001268,images/2person-garage_001268.png,2,876.516541,307.01712,959.388611,672.835876,3.017578,3-6
2person-garage_001278#1,2person-garage_001278,images/2person-garage_001278.png,1,374.943207,253.536255,479.454529,540.629028,4.246094,3-6
2person-garage_001278#2,2person-garage_001278,images/2person-garage_001278.png,2,830.04657,305.740631,959.949097,620.957947,3.474609,3-6
2person-garage_001287#1,2person-garage_001287,images/2person-garage_001287.png,1,371.458984,316.976807,488.753265,605.45874,4.265625,3-6
2person-garage_001287#2,2person-garage_001287,images/2person-garage_001287.png,2,759.241272,350.033661,920.168701,663.999207,3.666016,3-6
2person-garage_001296#1,2person-garage_001296,images/2person-garage_001296.png,1,375.09906,305.904694,466.111267,603.877319,4.257812,3-6
2person-garage_001296#2,2person-garage_001296,images/2person-garage_001296.png,2,691.496704,341.372589,794.902405,655.005493,3.556641,3-6
2person-garage_001302#1,2person-garage_001302,images/2person-garage_001302.png,1,401.6521,338.436523,508.15155,637.777954,4.21875,3-6
2person-garage_001302#2,2person-garage_001302,images/2person-garage_001302.png,2,632.774475,356.191589,759.280945,714.5979,3.121094,3-6
2person-garage_001314#1,2person-garage_001314,images/2person-garage_001314.png,1,384.601411,326.588228,467.352631,624.181489,4.175781,3-6
2person-garage_001314#2,2person-garage_001314,images/2person-garage_001314.png,2,427.987515,322.65644,578.301144,710.88819,2.068359,<3
2person-garage_001322#1,2person-garage_001322,images/2person-garage_001322.png,1,105.217445,317.008423,350.295319,718.980835,1.248047,<3
2person-garage_001322#2,2person-garage_001322,images/2person-garage_001322.png,2,412.621948,344.22226,526.398926,646.594116,4.246094,3-6
2person-garage_001331#1,2person-garage_001331,images/2person-garage_001331.png,1,417.642242,342.634552,526.805481,652.885864,4.113281,3-6
2person-garage_001347#1,2person-garage_001347,images/2person-garage_001347.png,1,475.797821,359.308258,595.795227,675.829773,4.128906,3-6
2person-garage_001355#1,2person-garage_001355,images/2person-garage_001355.png,1,507.234009,373.014374,609.441101,640.642822,4.628906,3-6
2person-garage_001362#1,2person-garage_001362,images/2person-garage_001362.png,1,516.342468,387.313477,598.651306,618.250549,5.578125,3-6
2person-garage_001374#1,2person-garage_001374,images/2person-garage_001374.png,1,0.092983,351.091888,95.160049,662.582153,3.736328,3-6
2person-garage_001374#2,2person-garage_001374,images/2person-garage_001374.png,2,509.297974,359.572998,568.367249,533.811951,7.074219,>6
2person-garage_001384#1,2person-garage_001384,images/2person-garage_001384.png,1,175.923004,312.634735,287.316132,575.91748,4.339844,3-6
2person-garage_001384#2,2person-garage_001384,images/2person-garage_001384.png,2,488.437439,327.919586,550.530701,486.31424,7.806641,>6
2person-garage_001391#1,2person-garage_001391,images/2person-garage_001391.png,1,211.690857,351.534332,341.480591,622.492493,4.199219,3-6
2person-garage_001391#2,2person-garage_001391,images/2person-garage_001391.png,2,439.015167,348.349274,508.42514,516.659607,7.580078,>6
2person-garage_001409#1,2person-garage_001409,images/2person-garage_001409.png,1,289.854431,293.67746,399.522125,523.020081,5.3125,3-6
2person-garage_001409#2,2person-garage_001409,images/2person-garage_001409.png,2,476.966125,321.173309,647.126648,719.636047,2.820312,<3
2person-garage_001411#1,2person-garage_001411,images/2person-garage_001411.png,1,245.05426,310.268005,363.701599,561.182922,5.160156,3-6
2person-garage_001411#2,2person-garage_001411,images/2person-garage_001411.png,2,550.511414,349.792603,682.33252,719.500488,2.539062,<3
2person-garage_001421#1,2person-garage_001421,images/2person-garage_001421.png,1,163.130219,312.701843,263.227295,648.127502,3.908203,3-6
2person-garage_001421#2,2person-garage_001421,images/2person-garage_001421.png,2,701.052063,367.013245,873.535583,719.388916,2.444336,<3
2person-garage_001459#1,2person-garage_001459,images/2person-garage_001459.png,1,19.2911,354.983459,125.216606,585.188232,4.341797,3-6
2person-garage_001469#1,2person-garage_001469,images/2person-garage_001469.png,1,90.664619,354.87793,195.446411,565.333862,5.300781,3-6
2person-garage_001470#1,2person-garage_001470,images/2person-garage_001470.png,1,97.17144,368.383667,200.656967,579.95105,5.273438,3-6
