recording,loc,r3d_path,frame_id,time_sec,person_count,count_bucket,primary_band,primary_dist_conf2,primary_dist_conf1,primary_gt_distance_m,primary_yolo_conf,primary_bbox_area,primary_sharpness,quality_score,dist_bin_05,boundary_bin_01
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,1704,28.41108625009656,2,2,3-5,4.234375,4.23828125,4.234375,0.8733850121498108,28450.27157785371,2060.421937901317,0.2428619523895238,4.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,1728,28.81124141602777,2,2,3-5,4.890625,4.13671875,4.890625,0.9055755734443665,32535.67442073673,2182.146736196592,0.01777931290323222,4.5,4.800000000000001
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,1752,29.21139641618356,2,2,3-5,4.171875,4.18359375,4.171875,0.8739671111106873,36020.15390905738,1405.964959632496,0.24211406777750386,4.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,1776,29.611551333218813,2,2,3-5,4.17578125,4.1796875,4.17578125,0.8044403195381165,19668.425088543445,2149.698193027211,0.21315631871208693,4.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,1800,30.011706290999427,2,2,3-5,4.25,4.2734375,4.25,0.8362821936607361,22363.34169987589,2214.1628218594346,0.18658930603777918,4.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,1824,30.411861166125163,2,2,3-5,4.25390625,4.2578125,4.25390625,0.8468683362007141,20076.087465770543,2019.616992282441,0.24108369396882182,4.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,1848,30.812016083160415,2,2,3-5,4.28125,4.2890625,4.28125,0.8629082441329956,25343.823770955205,1918.8852508352213,0.1720190616853259,4.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,1872,31.212171000195667,1,1,3-5,4.4765625,4.4765625,4.4765625,0.897250235080719,24351.885311041027,2002.6241199741823,0.21070500358026872,4.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,1896,31.612325875088573,1,1,3-5,4.6953125,4.703125,4.6953125,0.8630111217498779,23447.818663988262,1641.191722002219,0.15929129615755044,4.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,1932,32.21255829115398,1,1,>5,5.0546875,5.05859375,5.0546875,0.7923562526702881,19730.909307468683,1768.7945628500245,0.13954717073705275,5.0,5.0
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2064,34.41341016604565,2,2,>5,,11.48046875,11.48046875,0.6820501089096069,3376.3842192068696,2066.718228666975,0.0,11.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2304,38.41495654103346,1,1,>5,8.40625,7.62109375,8.40625,0.7756804823875427,7683.869127200916,2039.9862979268933,0.0004745644288205907,8.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2340,39.01518820808269,1,1,>5,7.75390625,7.83203125,7.75390625,0.8054837584495544,6259.739076085389,2302.4344194875594,0.025028892828432625,7.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2376,39.61541979108006,1,1,>5,7.810546875,7.818359375,7.810546875,0.8423591256141663,6187.5661851502955,2541.2069968757755,0.024395290397650152,7.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2472,41.21603700006381,2,2,>5,6.705078125,6.71875,6.705078125,0.8800843954086304,11746.531679998152,2819.070611209322,0.019048259903441285,6.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2532,42.216422458179295,2,2,>5,6.34375,6.373046875,6.34375,0.8046076893806458,10058.321995865554,2022.5044668280523,0.019131314151490542,6.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2568,42.816653666086495,1,1,>5,6.9296875,6.953125,6.9296875,0.8660253286361694,10453.134744286537,1446.1542047879423,0.016526578211353553,6.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2616,43.616961958119646,2,2,>5,8.80859375,7.8359375,8.80859375,0.8249759674072266,7836.903387419879,1626.076586428439,0.000643705684658907,8.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2652,44.21719304122962,2,2,>5,,8.578125,8.578125,0.8537525534629822,6496.683604611084,1627.554109969256,0.0,8.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2676,44.61734712519683,2,2,>5,9.0,9.0625,9.0,0.8307268023490906,5645.77953954041,1977.9170994288836,0.0055191144284676055,9.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2700,45.01750108320266,2,2,>5,,9.578125,9.578125,0.8268386721611023,5290.94892154634,1913.3853259529878,0.0,9.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2784,46.418040291173384,2,2,>5,,17.578125,17.578125,0.7403966784477234,4386.895086775534,2116.2374636068416,0.0,17.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2856,47.618502125144005,2,2,>5,,11.3984375,11.3984375,0.8119503259658813,4300.706973485649,3111.7677638255423,0.0,11.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2892,48.21873320802115,2,2,>5,,10.75,10.75,0.8052302002906799,5717.836404651403,3086.8573364124245,0.0,10.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2916,48.61888716602698,2,2,>5,,9.046875,9.046875,0.8269230723381042,5846.71681664139,3480.4007373348086,0.0,9.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,2988,49.81934912502766,2,2,>5,7.830078125,7.8359375,7.830078125,0.8568481206893921,8318.963337779045,3240.9073190943172,0.03597818702399939,7.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,3012,50.21950316615403,2,2,>5,7.328125,7.3515625,7.328125,0.8603209853172302,9267.67051602155,2905.866854625686,0.053982599299628106,7.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,3048,50.819734333083034,2,2,>5,6.6171875,6.62109375,6.6171875,0.8475678563117981,11022.546506870538,2370.5763337289213,0.06845289527712373,6.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,3072,51.219888291088864,1,1,>5,6.265625,6.27734375,6.265625,0.8908342719078064,14291.190770414658,1641.1784763433438,0.0828704317799918,6.0,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,3108,51.82011937513016,2,2,>5,5.53125,5.54296875,5.53125,0.8708744049072266,14703.610837072134,1720.832576986468,0.10175497137249812,5.5,
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,3132,52.22027345816605,2,2,>5,5.2265625,5.24609375,5.2265625,0.9020313024520874,27284.062224106863,1329.4547423762158,0.09322131644285639,5.0,5.2
Garage1,Garage,E:\Research\Proximity\Analysis\Expe1\Garage1\Shareable\2026-06-25--15-00-36.r3d,3156,52.620427458081394,2,2,3-5,4.8515625,4.859375,4.8515625,0.7877689599990845,19246.423635352403,1711.2516003457938,0.08668073414941234,4.5,4.800000000000001
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,0,0.0,1,1,<3,2.091796875,2.080078125,2.091796875,0.90962153673172,50488.14725867892,1014.6693590960612,0.046502856412103284,2.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,24,0.4001566250808537,1,1,<3,2.375,2.376953125,2.375,0.8818378448486328,46110.164527222514,557.1588212708549,0.16179129535926237,2.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,60,1.0003912500105798,1,1,<3,2.947265625,2.951171875,2.947265625,0.8819544315338135,37599.74365399778,1094.9069642022341,0.23255408800005273,2.5,2.9000000000000004
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,84,1.4005475419107825,1,1,3-5,3.275390625,3.298828125,3.275390625,0.8855903148651123,40389.94162428193,869.6533488056097,0.13997056775111796,3.0,3.2
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,120,2.0007817500736564,1,1,3-5,3.931640625,3.9609375,3.931640625,0.8842340111732483,40022.53728985414,888.3021343623047,0.14911340907961473,3.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,144,2.4009379579219967,1,1,3-5,4.2890625,4.31640625,4.2890625,0.8843225836753845,36431.88535294309,950.3104015512139,0.14139176904763784,4.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,168,2.8010939999949187,1,1,3-5,4.62890625,4.66796875,4.62890625,0.9248294234275818,38064.69251152687,1193.5730315695732,0.12149594076175749,4.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,216,3.6014061248861253,1,1,>5,5.25,5.28125,5.25,0.8971468210220337,19177.27936412394,1073.5018998966564,0.059211391739049296,5.0,5.2
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,444,7.402886291965842,1,1,>5,,17.484375,17.484375,0.8212814331054688,13102.603599451482,1228.3755949494948,0.0,17.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,468,7.803041874896735,1,1,>5,,8.3046875,8.3046875,0.8141403794288635,8134.0560618415475,2143.958346011257,0.0,8.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,492,8.203197374939919,1,1,>5,,8.4453125,8.4453125,0.722063422203064,5824.689076635987,2062.347252079434,0.0,8.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,516,8.603353000013158,1,1,>5,,8.9609375,8.9609375,0.8472281694412231,10812.009957119823,1458.6798841633595,0.0,8.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,552,9.203586291987449,1,1,>5,9.109375,8.65625,9.109375,0.760676920413971,8411.671783756465,1780.5361388359115,0.0012185892853508761,9.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,648,10.804207999957725,1,1,>5,,13.0859375,13.0859375,0.79732346534729,8198.697414899245,1657.4188125109638,0.0,13.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,672,11.204363292083144,1,1,>5,,9.8515625,9.8515625,0.8707215189933777,8769.682190879248,2698.1903884246885,0.0,9.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,912,15.205915041966364,1,1,>5,8.6953125,8.9921875,8.6953125,0.888767421245575,10663.733238615096,1876.1519055058475,0.002500409831637032,8.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,960,16.006224875105545,1,1,>5,7.5390625,7.55078125,7.5390625,0.8319619297981262,8517.646113736555,2226.797835602899,0.04278189696072325,7.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,996,16.606457124929875,1,1,>5,6.8671875,6.88671875,6.8671875,0.8701013326644897,13292.257683947682,2006.8621500378176,0.07069785096328622,6.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1056,17.606844166992232,1,1,>5,5.6328125,5.65625,5.6328125,0.8756043314933777,14175.140471443534,1760.12466062887,0.11231626962383456,5.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1080,18.006998874945566,1,1,>5,5.22265625,5.2265625,5.22265625,0.8871135711669922,27251.14643096924,918.4477897569435,0.006108840321717586,5.0,5.2
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1308,21.808466957882047,2,2,>5,5.330078125,5.88671875,5.330078125,0.8768243193626404,35579.35343463905,1421.620377484992,0.02018715207579038,5.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1332,22.208621375029907,1,1,3-5,4.14453125,4.1640625,4.14453125,0.8669294714927673,30211.151829108596,1638.9512805288566,0.15809159779080878,4.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1356,22.608775625005364,1,1,3-5,3.7734375,3.810546875,3.7734375,0.891627311706543,39462.222005892545,1536.0019549641916,0.15238215432014923,3.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1380,23.008930082898587,1,1,3-5,3.31640625,3.337890625,3.31640625,0.9331954717636108,58258.30495905876,1083.481075983124,0.25077516842055625,3.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1404,23.40908437501639,1,1,<3,2.98046875,2.978515625,2.98046875,0.906173825263977,42509.59895093925,890.2261019793533,0.18943432182519915,2.5,2.9000000000000004
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1428,23.80923862499185,1,1,<3,2.62890625,2.64453125,2.62890625,0.9390770196914673,75572.66461808793,641.9449291673933,0.16614970139475396,2.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1452,24.209392958087847,1,1,<3,2.376953125,2.3828125,2.376953125,0.8798856735229492,45210.70851903409,1062.2742256371284,0.07680659662868732,2.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1476,24.60954724997282,1,1,<3,2.9140625,2.130859375,2.9140625,0.8884151577949524,71900.59653888177,641.9009607830801,0.1602539136268381,2.5,2.9000000000000004
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1704,28.411010999931023,1,1,>5,5.15625,5.16015625,5.15625,0.8439168930053711,18329.53147973679,1303.1525333509844,0.12500264745266296,5.0,5.1000000000000005
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1728,28.81116491695866,1,1,>5,6.02734375,6.05078125,6.02734375,0.884777307510376,16630.11327372305,766.7212047350929,0.03417950743063615,6.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1764,29.411395832896233,1,1,>5,7.171875,7.1796875,7.171875,0.8107496500015259,10002.185544244945,1287.7489284004553,0.02567538044557687,7.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,1824,30.411780582973734,1,1,>5,,10.29296875,10.29296875,0.7612518668174744,6978.322141723707,1190.7490346558627,0.0,10.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,2256,37.61454858304933,1,1,>5,,15.625,15.625,0.7738640904426575,7678.526584524661,1605.6235431558289,0.0,15.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,2916,48.61877245805226,1,1,>5,,12.4609375,12.4609375,0.8149808645248413,6950.48923170194,2170.414249035048,0.0,12.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3000,50.01930983294733,1,1,>5,7.828125,7.83203125,7.828125,0.8558268547058105,7896.657454188913,2912.9771688147503,0.038878670240023415,7.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3060,51.019693417008966,1,1,>5,7.3046875,6.48046875,7.3046875,0.8544387817382812,12165.390536785126,2428.767733483378,0.005601373265564565,7.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3408,56.82191716693342,1,1,>5,,16.6484375,16.6484375,0.7704542279243469,12343.92312439531,2317.0048886709105,0.0,16.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3504,58.42253000009805,1,1,3-5,4.90234375,4.94140625,4.90234375,0.9010696411132812,31035.385148257017,1010.4329686196221,0.09966525866485228,4.5,4.9
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3576,59.62298945803195,1,1,3-5,4.8984375,4.91015625,4.8984375,0.8492405414581299,17991.973357187584,1709.0886210447597,0.12449342134934543,4.5,4.800000000000001
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3600,60.0231426670216,1,1,>5,5.04296875,5.0703125,5.04296875,0.8642690777778625,30208.586041286588,1857.9232696444678,0.1502506678567606,5.0,5.0
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3756,62.62413829192519,2,2,3-5,,4.7734375,4.7734375,0.672082781791687,19952.22915122565,1923.787872012485,0.0,4.5,4.7
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3780,63.02429141709581,1,1,3-5,4.05078125,4.07421875,4.05078125,0.8920010328292847,37910.33101001289,1629.6974446793724,0.1966228341467542,4.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3804,63.42444458301179,1,1,3-5,3.8359375,3.85546875,3.8359375,0.8738831281661987,36808.19544699043,1648.9710180265624,0.2580036063157236,3.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3840,64.0246743329335,1,1,3-5,3.38671875,3.396484375,3.38671875,0.9143031239509583,40689.97855849564,1320.28526918449,0.24292128493421306,3.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3864,64.4248274168931,1,1,3-5,3.02734375,3.033203125,3.02734375,0.9335553050041199,53338.26499591023,1026.4104617351823,0.3069145247544711,3.0,3.0
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3900,65.02505712490529,1,1,<3,2.375,2.375,2.375,0.9388440251350403,62900.3364594318,1487.2104621276578,0.532017130130085,2.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3924,65.42521029198542,1,1,<3,1.9169921875,1.9248046875,1.9169921875,0.9324249625205994,73343.92198265344,835.6863854931526,0.2615004095279926,1.5,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3948,65.82536333310418,1,1,<3,1.4755859375,1.4912109375,1.4755859375,0.9257251024246216,114891.97969799303,866.9026219586078,0.30542110712520376,1.0,
Garage2,Garage,E:\Research\Proximity\Analysis\Expe1\Garage2\Shareable\2026-06-25--15-02-11.r3d,3972,66.22551645804197,1,1,<3,1.1171875,1.1123046875,1.1171875,0.9297531843185425,97423.82320296206,496.82305314867074,0.05361242441307611,1.0,
Garage3,Garage,E:\Research\Proximity\Analysis\Expe1\Garage3\Shareable\2026-06-25--15-04-14.r3d,36,0.6002341671846807,1,1,<3,,2.970703125,2.970703125,0.8636334538459778,26994.017055917066,807.7029271436112,0.0,2.5,2.9000000000000004
Garage3,Garage,E:\Research\Proximity\Analysis\Expe1\Garage3\Shareable\2026-06-25--15-04-14.r3d,60,1.0003901252057403,4,3+,<3,,1.8701171875,1.8701171875,0.7920361757278442,50860.84042978147,872.8963480197449,0.0,1.5,
Garage3,Garage,E:\Research\Proximity\Analysis\Expe1\Garage3\Shareable\2026-06-25--15-04-14.r3d,96,1.6006238751579076,2,2,<3,2.193359375,2.1953125,2.193359375,0.8966205716133118,56508.311610653065,697.5318810239725,0.22414328587959675,2.0,
Garage3,Garage,E:\Research\Proximity\Analysis\Expe1\Garage3\Shareable\2026-06-25--15-04-14.r3d,132,2.2008575000800192,2,2,<3,2.59375,2.595703125,2.59375,0.937455952167511,65191.668884798884,1374.83295403933,0.49108937921691176,2.5,
Garage3,Garage,E:\Research\Proximity\Analysis\Expe1\Garage3\Shareable\2026-06-25--15-04-14.r3d,156,2.6010130420327187,2,2,<3,2.853515625,2.857421875,2.853515625,0.9099153876304626,41380.137880682945,1117.419094249433,0.28328128239868994,2.5,2.8000000000000003
