worker_key,image_id,recording,scene_type,worker_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,inner_x1,inner_y1,inner_x2,inner_y2,depth_z_m,manual_distance_band,distance_class_3,high_visibility_vest,helmet_status,helmet_worn_binary,orientation,occlusion_level,phone_status
Garage1_002472#2,Garage1_002472,Garage1,indoor_garage,2,568.123291,404.656128,581.468384,445.955841,571.459564,410.851085,578.132111,429.435956,18.4375,,>6,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain
Garage1_002532#1,Garage1_002532,Garage1,indoor_garage,1,379.019257,411.142548,433.652435,595.249023,392.677551,438.758519,419.994141,521.606433,6.34375,,>6,true,absent,false,Side,none,none
Garage1_002532#2,Garage1_002532,Garage1,indoor_garage,2,565.463257,406.593323,579.460938,447.660217,568.962677,412.753357,575.961518,431.233459,,>6,>6,false,absent,false,Facing,none,none
Garage1_002568#1,Garage1_002568,Garage1,indoor_garage,1,423.076904,406.198975,481.593384,584.834717,437.706024,432.994336,466.964264,513.38042,6.929688,,>6,true,absent,false,Back,none,none
Garage1_002568#2,Garage1_002568,Garage1,indoor_garage,2,559.333332,409.666662,575.333332,447.666662,563.333332,415.366662,571.333332,432.466662,,>6,>6,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain
Garage1_002616#1,Garage1_002616,Garage1,indoor_garage,1,442.629181,410.961426,493.464752,565.12323,455.338074,434.085697,480.755859,503.458508,7.828125,,>6,true,absent,false,Back,none,none
Garage1_002616#2,Garage1_002616,Garage1,indoor_garage,2,555.043396,409.125092,570.847595,449.774506,558.994446,415.222504,566.896545,433.51474,18.328125,,>6,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain
Garage1_002652#1,Garage1_002652,Garage1,indoor_garage,1,439.227264,409.601624,485.830261,549.00647,450.878013,430.512351,474.179512,493.244532,8.601562,,>6,true,absent,false,Back,none,none
Garage1_002652#2,Garage1_002652,Garage1,indoor_garage,2,551.751221,408.81601,566.942078,451.231842,555.548935,415.178385,563.144364,434.265509,18.539062,,>6,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain
Garage1_002676#1,Garage1_002676,Garage1,indoor_garage,1,437.337341,409.276611,480.145294,541.162842,448.039329,429.059546,469.443306,488.40835,9.0,,>6,true,absent,false,Back,none,none
Garage1_002676#2,Garage1_002676,Garage1,indoor_garage,2,548.770508,406.610046,564.637329,451.83252,552.737213,413.393417,560.670624,433.74353,18.421875,,>6,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain
Garage1_002700#1,Garage1_002700,Garage1,indoor_garage,1,441.025818,405.936951,483.394226,530.816528,451.61792,424.668888,472.802124,480.864697,9.625,,>6,true,absent,false,Back,partial,none
Garage1_002700#2,Garage1_002700,Garage1,indoor_garage,2,545.456543,407.25531,561.567627,451.203461,549.484314,413.847533,557.539856,433.624201,18.515625,,>6,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain
Garage1_002784#1,Garage1_002784,Garage1,indoor_garage,1,497.41745,412.819855,529.474609,518.668335,505.43174,428.697127,521.460319,476.328943,,>6,>6,true,uncertain,uncertain,Side,none,none
Garage1_002784#2,Garage1_002784,Garage1,indoor_garage,2,529.696106,408.201233,548.477905,459.886963,534.391556,415.954093,543.782455,439.212671,,>6,>6,uncertain,uncertain,uncertain,uncertain,uncertain,none
Garage1_002856#1,Garage1_002856,Garage1,indoor_garage,1,563.279114,409.504211,600.868286,523.917664,572.676407,426.666229,591.470993,478.152283,,>6,>6,true,absent,false,Facing,none,none
Garage1_002856#2,Garage1_002856,Garage1,indoor_garage,2,516.202168,403.594951,536.25533,458.127421,521.215459,411.774821,531.242039,436.314433,,>6,>6,uncertain,uncertain,uncertain,uncertain,none,uncertain
Garage1_002892#1,Garage1_002892,Garage1,indoor_garage,1,575.839844,409.316071,621.456055,534.662659,587.243897,428.118059,610.052002,484.524024,,>6,>6,true,absent,false,Facing,none,none
Garage1_002892#2,Garage1_002892,Garage1,indoor_garage,2,511.774475,405.975311,532.599976,462.738464,516.98085,414.489784,527.393601,440.033203,,>6,>6,uncertain,uncertain,uncertain,uncertain,none,uncertain
Garage1_002916#1,Garage1_002916,Garage1,indoor_garage,1,580.305664,411.118378,625.299072,541.064453,591.554016,430.610289,614.05072,489.086023,9.046875,,>6,true,absent,false,Facing,none,none
Garage1_002916#2,Garage1_002916,Garage1,indoor_garage,2,509.045227,406.034546,529.847412,465.375549,514.245773,414.935696,524.646866,441.639148,,>6,>6,true,absent,false,Facing,none,none
Garage1_002988#1,Garage1_002988,Garage1,indoor_garage,1,557.676636,408.194458,609.904175,567.477539,570.733521,432.08692,596.84729,503.764307,7.832031,,>6,true,absent,false,Facing,none,none
Garage1_002988#2,Garage1_002988,Garage1,indoor_garage,2,504.04248,406.016418,526.785278,468.470215,509.72818,415.384488,521.099579,443.488696,,>6,>6,uncertain,uncertain,uncertain,Facing,none,uncertain
Garage1_003012#1,Garage1_003012,Garage1,indoor_garage,1,540.389099,411.567261,596.049866,578.070007,554.304291,436.542673,582.134674,511.468909,7.328125,,>6,true,absent,false,Facing,none,none
Garage1_003012#2,Garage1_003012,Garage1,indoor_garage,2,505.196136,406.034363,526.525513,471.628052,510.52848,415.873416,521.193169,445.390576,,>6,>6,false,absent,false,Facing,none,none
Garage1_003048#1,Garage1_003048,Garage1,indoor_garage,1,510.852173,408.012817,569.940125,594.557556,525.624161,435.994528,555.168137,519.93966,6.619141,,>6,true,absent,false,Facing,none,none
Garage1_003048#2,Garage1_003048,Garage1,indoor_garage,2,504.810791,405.848602,525.746521,446.080811,510.044724,411.883433,520.512588,429.987927,,>6,>6,true,absent,false,Facing,none,none
Garage1_003072#1,Garage1_003072,Garage1,indoor_garage,1,473.82193,410.738068,546.006348,608.719727,491.868035,440.435317,527.960244,529.527063,6.265625,,>6,true,absent,false,Facing,none,none
Garage1_003108#1,Garage1_003108,Garage1,indoor_garage,1,427.797363,407.970276,493.410736,632.065002,444.200706,441.584485,477.007393,542.427112,5.53125,,3-6,true,absent,false,Facing,none,none
Garage1_003108#2,Garage1_003108,Garage1,indoor_garage,2,507.112793,407.216034,533.120544,480.865997,513.614731,418.263528,526.618606,451.406012,,>6,>6,false,absent,false,Facing,none,uncertain
Garage1_003132#1,Garage1_003132,Garage1,indoor_garage,1,349.901886,412.048645,467.388428,644.280029,379.273522,446.883353,438.016792,551.387475,5.214844,,3-6,true,absent,false,Side,none,none
Garage1_003132#2,Garage1_003132,Garage1,indoor_garage,2,510.108521,407.83255,537.410278,483.671173,516.93396,419.208343,530.584839,453.335724,,>6,>6,false,absent,false,Facing,none,none
Garage1_003156#1,Garage1_003156,Garage1,indoor_garage,1,312.936951,410.729187,392.46167,652.747314,332.818131,447.031906,372.58049,555.940063,4.851562,,3-6,true,absent,false,Side,none,none
Garage1_003156#2,Garage1_003156,Garage1,indoor_garage,2,509.244324,407.073944,537.420227,487.591278,516.2883,419.151544,530.376251,455.384344,,>6,>6,false,absent,false,Facing,none,none
Garage2_000000#1,Garage2_000000,Garage2,indoor_garage,1,0.28347,392.893799,154.966873,719.290466,38.954321,441.853299,116.296022,588.731799,2.099609,,<3,true,worn_unsecured,true,Side,partial,none
Garage2_000024#1,Garage2_000024,Garage2,indoor_garage,1,119.541573,392.065063,260.358643,719.512329,154.74584,441.182153,225.154375,588.533423,2.394531,,<3,true,worn_unsecured,true,Side,partial,none
Garage2_000060#1,Garage2_000060,Garage2,indoor_garage,1,286.664001,387.779846,400.092468,719.264038,315.021118,437.502475,371.735351,586.670361,2.955078,,<3,true,worn_unsecured,true,Side,partial,none
Garage2_000084#1,Garage2_000084,Garage2,indoor_garage,1,355.699341,397.748108,481.197052,719.586182,387.073769,446.023819,449.822624,590.850952,3.277344,,3-6,true,worn_unsecured,true,Side,none,none
Garage2_000120#1,Garage2_000120,Garage2,indoor_garage,1,479.908997,400.446991,610.769714,706.28772,512.624176,446.3231,578.054535,583.951428,3.9375,,3-6,true,worn_unsecured,true,Back,none,none
Garage2_000144#1,Garage2_000144,Garage2,indoor_garage,1,537.893188,403.664154,662.23877,696.653137,568.979583,447.612501,631.152375,579.457544,4.25,,3-6,true,worn_unsecured,true,Back,none,none
Garage2_000168#1,Garage2_000168,Garage2,indoor_garage,1,579.962524,398.190399,718.82489,672.308533,614.678115,439.308119,684.109299,562.661279,4.613281,,3-6,true,worn_unsecured,true,Back,none,none
Garage2_000216#1,Garage2_000216,Garage2,indoor_garage,1,696.328125,406.097717,779.69165,636.141724,717.169006,440.604318,758.850769,544.124121,5.253906,,3-6,true,worn_unsecured,true,Back,none,none
Garage2_000444#1,Garage2_000444,Garage2,indoor_garage,1,735.409973,414.128479,822.96698,563.775024,757.299225,436.575461,801.077728,503.916406,17.515625,,>6,true,worn_unsecured,true,Side,none,none
Garage2_000468#1,Garage2_000468,Garage2,indoor_garage,1,701.312378,408.660828,756.232422,556.768066,715.042389,430.876914,742.502411,497.525171,8.300781,,>6,true,worn_unsecured,true,Facing,none,none
Garage2_000492#1,Garage2_000492,Garage2,indoor_garage,1,666.484863,411.76062,707.756287,552.891907,676.802719,432.930313,697.438431,496.439392,8.445312,,>6,true,worn_unsecured,true,Side,none,none
Garage2_000516#1,Garage2_000516,Garage2,indoor_garage,1,608.335693,412.379822,684.478638,554.376038,627.371429,433.679254,665.442902,497.577552,12.335938,,>6,true,worn_unsecured,true,Side,none,none
Garage2_000552#1,Garage2_000552,Garage2,indoor_garage,1,553.116333,408.035248,612.141602,550.544922,567.87265,429.411699,597.385285,493.541052,8.65625,,>6,true,worn_unsecured,true,Side,none,none
Garage2_000648#1,Garage2_000648,Garage2,indoor_garage,1,395.516418,408.37912,455.833374,544.30603,410.595657,428.768156,440.754135,489.935266,13.695312,,>6,true,worn_secured,true,Side,partial,none
Garage2_000672#1,Garage2_000672,Garage2,indoor_garage,1,353.89212,406.117218,417.855286,543.222412,369.882911,426.682997,401.864494,488.380334,,>6,>6,true,worn_unsecured,true,Side,none,none
Garage2_000912#1,Garage2_000912,Garage2,indoor_garage,1,416.60202,405.860413,487.170685,556.971863,434.244186,428.52713,469.528519,496.527283,13.46875,,>6,true,worn_unsecured,true,Side,none,none
Garage2_000960#1,Garage2_000960,Garage2,indoor_garage,1,488.333038,404.369751,539.250244,571.653992,501.06234,429.462387,526.520942,504.740296,7.539062,,>6,true,worn_unknown,true,Facing,none,none
Garage2_000996#1,Garage2_000996,Garage2,indoor_garage,1,537.097168,403.460632,608.825928,588.773438,555.029358,431.257553,590.893738,514.648316,6.863281,,>6,true,worn_unsecured,true,Facing,none,none
Garage2_001056#1,Garage2_001056,Garage2,indoor_garage,1,644.804321,402.050964,710.362671,618.272705,661.193908,434.484225,693.973084,531.784009,5.628906,,3-6,true,worn_unsecured,true,Side,none,none
Garage2_001080#1,Garage2_001080,Garage2,indoor_garage,1,688.210876,405.098694,799.967468,648.942444,716.150024,441.675257,772.02832,551.404944,5.242188,,3-6,true,worn_unsecured,true,Side,none,none
Garage2_001308#1,Garage2_001308,Garage2,indoor_garage,1,766.079346,415.924408,852.276917,677.113525,787.628739,455.102776,830.727524,572.637878,,3-6,3-6,true,worn_unsecured,true,Facing,partial,none
Garage2_001332#1,Garage2_001332,Garage2,indoor_garage,1,723.402832,398.416901,824.446289,697.408569,748.663696,443.265651,799.185425,577.811902,4.144531,,3-6,true,worn_unsecured,true,Side,none,none
Garage2_001356#1,Garage2_001356,Garage2,indoor_garage,1,660.834595,395.552216,782.575928,719.700317,691.269928,444.174431,752.140595,590.041077,3.773438,,3-6,true,worn_unsecured,true,Facing,none,none
Garage2_001380#1,Garage2_001380,Garage2,indoor_garage,1,581.462769,396.230072,761.626831,719.59259,626.503784,444.73445,716.585816,590.247583,3.341797,,3-6,true,worn_unsecured,true,Side,none,none
Garage2_001404#1,Garage2_001404,Garage2,indoor_garage,1,540.28949,394.630829,671.124756,719.540161,572.998307,443.367229,638.41594,589.576428,2.982422,,<3,true,worn_unsecured,true,Side,none,none
Garage2_001428#1,Garage2_001428,Garage2,indoor_garage,1,378.669678,384.094025,604.044495,719.41394,435.013382,434.392012,547.700791,585.285974,2.640625,,<3,true,worn_unsecured,true,Side,none,none
Garage2_001452#1,Garage2_001452,Garage2,indoor_garage,1,277.441772,380.715088,411.203125,718.710388,310.88211,431.414383,377.762787,583.512268,2.382812,,<3,true,worn_unsecured,true,Side,partial,none
Garage2_001476#1,Garage2_001476,Garage2,indoor_garage,1,31.374825,385.631104,246.639542,719.641235,85.191004,435.732624,192.823363,586.037183,2.925781,,<3,true,worn_unsecured,true,Side,partial,none
Garage2_001704#1,Garage2_001704,Garage2,indoor_garage,1,337.2771,404.827972,415.38385,639.500793,356.803787,440.028895,395.857163,545.631665,5.148438,,3-6,true,worn_unsecured,true,Side,none,none
Garage2_001728#1,Garage2_001728,Garage2,indoor_garage,1,453.932465,399.639648,531.239319,614.757874,473.259178,431.907382,511.912606,528.710584,6.023438,,>6,true,worn_unsecured,true,Back,none,none
Garage2_001764#1,Garage2_001764,Garage2,indoor_garage,1,593.382019,412.896729,654.60553,576.268372,608.687897,437.402475,639.299652,510.919715,7.171875,,>6,true,worn_unsecured,true,Back,none,none
Garage2_001824#1,Garage2_001824,Garage2,indoor_garage,1,751.126526,410.335785,785.92981,540.6698,759.827347,429.885887,777.228989,488.536194,,>6,>6,true,worn_unsecured,true,Facing,none,none
Garage2_002256#1,Garage2_002256,Garage2,indoor_garage,1,623.598145,415.805969,664.13031,541.787109,633.731186,434.70314,653.997269,491.394653,,>6,>6,true,worn_unknown,true,Facing,none,none
Garage2_002916#1,Garage2_002916,Garage2,indoor_garage,1,462.775146,402.339508,503.289429,532.325928,472.903717,421.837471,493.160858,480.33136,,>6,>6,true,worn_unknown,true,Facing,none,none
Garage2_003000#1,Garage2_003000,Garage2,indoor_garage,1,545.002441,405.108948,595.018982,562.989868,557.506576,428.791086,582.514847,499.8375,7.832031,,>6,true,worn_unknown,true,Facing,none,none
Garage2_003060#1,Garage2_003060,Garage2,indoor_garage,1,618.810974,407.649261,682.795349,597.779907,634.807068,436.168858,666.799255,521.727649,6.472656,,>6,true,worn_unknown,true,Facing,none,none
Garage2_003408#1,Garage2_003408,Garage2,indoor_garage,1,835.500244,404.353882,894.92395,541.865906,850.35617,424.980686,880.068023,486.861096,,3-6,3-6,true,worn_unsecured,true,Side,partial,none
Garage2_003504#1,Garage2_003504,Garage2,indoor_garage,1,534.018555,397.392822,634.525513,657.728516,559.145294,436.443176,609.398774,553.594238,4.882812,,3-6,true,worn_unsecured,true,Side,none,none
Garage2_003576#1,Garage2_003576,Garage2,indoor_garage,1,340.693848,398.422211,415.114075,640.184082,359.298905,434.686492,396.509018,543.479334,4.894531,,3-6,true,worn_unsecured,true,Side,none,none
Garage2_003600#1,Garage2_003600,Garage2,indoor_garage,1,258.434052,402.637024,381.415527,648.272278,289.179421,439.482312,350.670158,550.018176,5.050781,,3-6,true,worn_unsecured,true,Side,none,none
Garage2_003756#1,Garage2_003756,Garage2,indoor_garage,1,213.420822,402.23053,259.792908,702.842285,225.013844,447.322293,248.199886,582.597583,4.023438,,3-6,true,worn_unsecured,true,Facing,partial,none
Garage2_003780#1,Garage2_003780,Garage2,indoor_garage,1,235.584824,397.65448,359.087769,704.613403,266.46056,443.698318,328.212033,581.829834,4.039062,,3-6,true,worn_unsecured,true,Facing,none,none
Garage2_003804#1,Garage2_003804,Garage2,indoor_garage,1,291.335205,396.251099,406.339539,716.310303,320.086288,444.25998,377.588456,588.286621,3.826172,,3-6,true,worn_unknown,true,Facing,none,none
Garage2_003840#1,Garage2_003840,Garage2,indoor_garage,1,370.381104,390.357239,493.980957,719.564575,401.281067,439.738339,463.080994,587.881641,3.386719,,3-6,true,worn_unsecured,true,Facing,none,none
Garage2_003864#1,Garage2_003864,Garage2,indoor_garage,1,417.221375,390.273376,579.244629,719.47467,457.727189,439.65357,538.738815,587.794152,3.025391,,3-6,true,worn_unsecured,true,Facing,partial,none
Garage2_003900#1,Garage2_003900,Garage2,indoor_garage,1,476.016724,383.506897,663.294983,719.372559,522.836289,433.886746,616.475418,585.026294,2.378906,,<3,true,worn_unsecured,true,Facing,partial,none
Garage2_003924#1,Garage2_003924,Garage2,indoor_garage,1,528.471069,383.471283,746.834595,719.351196,583.061951,433.85327,692.243714,584.999231,1.951172,,<3,true,worn_unsecured,true,Facing,partial,none
Garage2_003948#1,Garage2_003948,Garage2,indoor_garage,1,569.930237,385.179291,913.691895,719.39917,655.870652,435.312273,827.751481,585.711218,1.49707,,<3,true,worn_unsecured,true,Facing,partial,none
Garage2_003972#1,Garage2_003972,Garage2,indoor_garage,1,788.318542,343.884003,959.336426,719.030273,831.073013,400.155943,916.581955,568.971765,1.124023,,<3,true,worn_secured,true,Facing,partial,none
Garage3_000036#1,Garage3_000036,Garage3,indoor_garage,1,0.0,356.379028,52.312958,712.059326,13.07824,409.731073,39.234718,569.787207,,<3,<3,true,worn_secured,true,Side,heavy,none
Garage3_000060#1,Garage3_000060,Garage3,indoor_garage,1,4.175709,370.251343,162.60788,719.394775,43.783752,422.622858,122.999837,579.737402,1.889648,,<3,true,worn_secured,true,Side,partial,none
Garage3_000060#2,Garage3_000060,Garage3,indoor_garage,2,907.367676,369.847595,959.48877,719.895813,920.397949,422.354828,946.458497,579.876526,,<3,<3,true,worn_unknown,true,Side,partial,none
Garage3_000096#1,Garage3_000096,Garage3,indoor_garage,1,127.133514,378.740875,293.082092,719.257874,168.620658,429.818425,251.594947,583.051074,2.210938,,<3,true,worn_secured,true,Side,partial,none
Garage3_000096#2,Garage3_000096,Garage3,indoor_garage,2,756.490112,389.3638,918.450317,719.493347,796.980163,438.883232,877.960266,587.441528,2.378906,,<3,true,worn_unknown,true,Back,partial,none
Garage3_000132#1,Garage3_000132,Garage3,indoor_garage,1,214.425705,383.262878,408.678314,718.865417,262.988857,433.603259,360.115162,584.624401,2.582031,,<3,true,worn_secured,true,Back,none,none
Garage3_000132#2,Garage3_000132,Garage3,indoor_garage,2,660.312927,393.267822,813.984192,719.58374,698.730743,442.21521,775.566376,589.057373,3.066406,,3-6,true,worn_unknown,true,Back,none,none
Garage3_000156#1,Garage3_000156,Garage3,indoor_garage,1,306.442017,384.445557,430.025024,719.282349,337.337769,434.671076,399.129272,585.347632,2.859375,,<3,true,worn_secured,true,Back,none,none
Garage3_000156#2,Garage3_000156,Garage3,indoor_garage,2,647.354553,399.63858,764.526978,719.44104,676.647659,447.608949,735.233872,591.520056,3.597656,,3-6,true,worn_unknown,true,Back,none,none
Garage3_000180#1,Garage3_000180,Garage3,indoor_garage,1,363.960358,384.625244,490.433716,719.457703,395.578697,434.850113,458.815377,585.524719,3.128906,,3-6,true,worn_secured,true,Back,none,none
Garage3_000180#2,Garage3_000180,Garage3,indoor_garage,2,624.227234,396.082031,745.144409,709.951355,654.456528,443.16243,714.915115,584.403625,4.136719,,3-6,true,worn_unknown,true,Back,none,none
Garage3_000204#1,Garage3_000204,Garage3,indoor_garage,1,402.871124,389.197632,543.228271,719.537231,437.960411,438.748572,508.138984,587.401391,3.4375,,3-6,true,worn_secured,true,Back,none,none
Garage3_000204#2,Garage3_000204,Garage3,indoor_garage,2,613.550171,395.228394,728.221802,670.895874,642.218079,436.578516,699.553894,560.628882,4.605469,,3-6,true,worn_secured,true,Back,none,none
