worker_key,image_id,worker_index,bbox,high_visibility_vest,helmet_status,orientation,occlusion_level,phone_status,verified,notes,label_source,reviewed_at,final_gt,finalized_at
Garage1_001848#2,Garage1_001848,2,"543.959,412.958,574.127,552.324",false,absent,Back,heavy,uncertain,true,,human_verified,2026-06-26T13:43:33-04:00,true,2026-06-26T15:21:03-04:00
Garage1_001872#1,Garage1_001872,1,"565.576,405.88,655.365,677.092",true,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_001896#1,Garage1_001896,1,"577.556,405.235,666.727,668.189",true,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_001932#1,Garage1_001932,1,"624.013,408.134,705.477,650.338",true,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002064#1,Garage1_002064,1,"709.525,415.402,747.4,504.547",false,absent,Back,none,uncertain,true,,human_verified,2026-06-26T13:44:42-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002064#2,Garage1_002064,2,"900.056,407.063,951.046,463.039",uncertain,absent,Back,heavy,uncertain,true,,human_verified,2026-06-26T13:45:17-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002304#1,Garage1_002304,1,"609.59,409.117,658.732,565.479",true,absent,Side,none,none,true,,human_verified,2026-06-26T14:50:47-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002340#1,Garage1_002340,1,"550.535,410.351,590.714,566.148",true,absent,Side,none,none,true,,human_verified,2026-06-26T13:46:53-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002376#1,Garage1_002376,1,"493.401,410.906,533.807,564.04",true,absent,Side,none,none,true,,human_verified,2026-06-26T14:50:50-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002472#1,Garage1_002472,1,"374.673,405.078,438.475,589.186",true,absent,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002472#2,Garage1_002472,2,"568.123,404.656,581.468,445.956",uncertain,uncertain,uncertain,uncertain,uncertain,true,,human_verified,2026-06-26T13:47:10-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002532#1,Garage1_002532,1,"379.019,411.143,433.652,595.249",true,absent,Side,none,none,true,,human_verified,2026-06-25T23:53:05-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002532#2,Garage1_002532,2,"564.213,405.968,578.211,447.035",false,absent,Facing,none,none,true,,human_verified,2026-06-25T23:53:42-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002568#1,Garage1_002568,1,"423.077,406.199,481.593,584.835",true,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002568#2,Garage1_002568,2,"559.333,409.667,575.333,447.667",uncertain,uncertain,uncertain,uncertain,uncertain,true,,human_verified,2026-06-26T13:48:43-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002616#1,Garage1_002616,1,"442.629,410.961,493.465,565.123",true,absent,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002616#2,Garage1_002616,2,"555.043,409.125,570.848,449.775",uncertain,uncertain,uncertain,uncertain,uncertain,true,,human_verified,2026-06-26T13:49:11-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002652#1,Garage1_002652,1,"439.227,409.602,485.83,549.006",true,absent,Back,none,none,true,,human_verified,2026-06-26T14:50:54-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002652#2,Garage1_002652,2,"551.751,408.816,566.942,451.232",uncertain,uncertain,uncertain,uncertain,uncertain,true,,human_verified,2026-06-26T13:49:32-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002676#1,Garage1_002676,1,"437.337,409.277,480.145,541.163",true,absent,Back,none,none,true,,human_verified,2026-06-26T14:50:59-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002676#2,Garage1_002676,2,"548.771,406.61,564.637,451.833",uncertain,uncertain,uncertain,uncertain,uncertain,true,,human_verified,2026-06-26T13:49:46-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002700#1,Garage1_002700,1,"441.026,405.937,483.394,530.817",true,absent,Back,partial,none,true,,human_verified,2026-06-26T14:51:01-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002700#2,Garage1_002700,2,"545.457,407.255,561.568,451.203",uncertain,uncertain,uncertain,uncertain,uncertain,true,,human_verified,2026-06-26T13:49:53-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002784#1,Garage1_002784,1,"488.417,411.82,529.475,518.668",true,uncertain,Side,none,none,true,,human_verified,2026-06-26T13:51:18-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002784#2,Garage1_002784,2,"529.696,408.201,548.478,459.887",uncertain,uncertain,uncertain,uncertain,none,true,,human_verified,2026-06-26T13:51:19-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002856#1,Garage1_002856,1,"563.279,409.504,600.868,523.918",true,absent,Facing,none,none,true,,human_verified,2026-06-26T14:51:07-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002856#2,Garage1_002856,2,"516.202,403.595,536.255,458.127",uncertain,uncertain,uncertain,none,uncertain,true,,human_verified,2026-06-26T13:51:54-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002892#1,Garage1_002892,1,"575.84,409.316,621.456,534.663",true,absent,Facing,none,none,true,,human_verified,2026-06-26T14:51:10-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002892#2,Garage1_002892,2,"511.774,405.975,532.6,462.738",uncertain,uncertain,uncertain,none,uncertain,true,,human_verified,2026-06-26T13:52:15-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002916#1,Garage1_002916,1,"580.306,411.118,625.299,541.064",true,absent,Facing,none,none,true,,human_verified,2026-06-26T14:51:13-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002916#2,Garage1_002916,2,"509.045,406.035,529.847,465.376",true,absent,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002988#1,Garage1_002988,1,"557.677,408.194,609.904,567.478",true,absent,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_002988#2,Garage1_002988,2,"504.042,406.016,526.785,468.47",uncertain,uncertain,Facing,none,uncertain,true,,human_verified,2026-06-26T13:52:30-04:00,true,2026-06-26T15:21:03-04:00
Garage1_003012#1,Garage1_003012,1,"540.389,411.567,596.05,578.07",true,absent,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_003012#2,Garage1_003012,2,"505.196,406.034,526.526,471.628",false,absent,Facing,none,none,true,,human_verified,2026-06-26T13:53:42-04:00,true,2026-06-26T15:21:03-04:00
Garage1_003048#1,Garage1_003048,1,"510.852,408.013,569.94,594.558",true,absent,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_003048#2,Garage1_003048,2,"504.811,405.849,525.747,446.081",true,absent,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_003072#1,Garage1_003072,1,"473.822,410.738,546.006,608.72",true,absent,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_003108#1,Garage1_003108,1,"427.797,407.97,493.411,632.065",true,absent,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_003108#2,Garage1_003108,2,"507.113,407.216,533.121,480.866",false,absent,Facing,none,uncertain,true,,human_verified,2026-06-26T13:54:38-04:00,true,2026-06-26T15:21:03-04:00
Garage1_003132#1,Garage1_003132,1,"349.902,412.049,467.388,644.28",true,absent,Side,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_003132#2,Garage1_003132,2,"510.109,407.833,537.41,483.671",false,absent,Facing,none,none,true,,human_verified,2026-06-26T13:55:15-04:00,true,2026-06-26T15:21:03-04:00
Garage1_003156#1,Garage1_003156,1,"312.937,410.729,392.462,652.747",true,absent,Side,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage1_003156#2,Garage1_003156,2,"509.244,407.074,537.42,487.591",false,absent,Facing,none,none,true,,human_verified,2026-06-26T13:56:11-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000000#1,Garage2_000000,1,"0.283,392.894,154.967,719.29",true,worn_unsecured,Side,partial,none,true,,human_verified,2026-06-26T14:51:46-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000024#1,Garage2_000024,1,"119.542,392.065,260.359,719.512",true,worn_unsecured,Side,partial,none,true,,human_verified,2026-06-26T14:51:41-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000060#1,Garage2_000060,1,"286.664,387.78,400.092,719.264",true,worn_unsecured,Side,partial,none,true,,human_verified,2026-06-26T14:51:34-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000084#1,Garage2_000084,1,"355.699,397.748,481.197,719.586",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:51:53-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000120#1,Garage2_000120,1,"479.909,400.447,610.77,706.288",true,worn_unsecured,Back,none,none,true,,human_verified,2026-06-26T14:51:56-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000144#1,Garage2_000144,1,"537.893,403.664,662.239,696.653",true,worn_unsecured,Back,none,none,true,,human_verified,2026-06-26T14:51:58-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000168#1,Garage2_000168,1,"579.963,398.19,718.825,672.309",true,worn_unsecured,Back,none,none,true,,human_verified,2026-06-26T14:52:01-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000216#1,Garage2_000216,1,"696.328,406.098,779.692,636.142",true,worn_unsecured,Back,none,none,true,,human_verified,2026-06-26T14:52:04-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000444#1,Garage2_000444,1,"735.41,414.128,822.967,563.775",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:52:08-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000468#1,Garage2_000468,1,"701.312,408.661,756.232,556.768",true,worn_unsecured,Facing,none,none,true,,human_verified,2026-06-26T14:52:11-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000492#1,Garage2_000492,1,"666.485,411.761,707.756,552.892",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:52:15-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000516#1,Garage2_000516,1,"608.336,412.38,684.479,554.376",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:52:18-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000552#1,Garage2_000552,1,"553.116,408.035,612.142,550.545",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:52:20-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000648#1,Garage2_000648,1,"395.516,408.379,455.833,544.306",true,worn_secured,Side,partial,none,true,,human_verified,2026-06-26T13:56:41-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000672#1,Garage2_000672,1,"353.892,406.117,417.855,543.222",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:52:23-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000912#1,Garage2_000912,1,"416.602,405.86,487.171,556.972",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:52:26-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000960#1,Garage2_000960,1,"488.333,404.37,539.25,571.654",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_000996#1,Garage2_000996,1,"537.097,403.461,608.826,588.773",true,worn_unsecured,Facing,none,none,true,,human_verified,2026-06-26T14:52:32-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001056#1,Garage2_001056,1,"644.804,402.051,710.363,618.273",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:52:36-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001080#1,Garage2_001080,1,"688.211,405.099,799.967,648.942",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:52:40-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001308#1,Garage2_001308,1,"766.079,415.924,852.277,677.114",true,worn_unsecured,Facing,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001332#1,Garage2_001332,1,"723.403,398.417,824.446,697.409",true,worn_unsecured,Side,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001356#1,Garage2_001356,1,"660.835,395.552,782.576,719.7",true,worn_unsecured,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001380#1,Garage2_001380,1,"581.463,396.23,761.627,719.593",true,worn_unsecured,Side,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001404#1,Garage2_001404,1,"540.289,394.631,671.125,719.54",true,worn_unsecured,Side,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001428#1,Garage2_001428,1,"378.67,384.094,604.044,719.414",true,worn_unsecured,Side,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001452#1,Garage2_001452,1,"277.442,380.715,411.203,718.71",true,worn_unsecured,Side,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001476#1,Garage2_001476,1,"31.375,385.631,246.64,719.641",true,worn_unsecured,Side,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001704#1,Garage2_001704,1,"337.277,404.828,415.384,639.501",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:52:46-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001728#1,Garage2_001728,1,"453.932,399.64,531.239,614.758",true,worn_unsecured,Back,none,none,true,,human_verified,2026-06-26T14:52:50-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001764#1,Garage2_001764,1,"593.382,412.897,654.606,576.268",true,worn_unsecured,Back,none,none,true,,human_verified,2026-06-26T14:52:53-04:00,true,2026-06-26T15:21:03-04:00
Garage2_001824#1,Garage2_001824,1,"751.127,410.336,785.93,540.67",true,worn_unsecured,Facing,none,none,true,,human_verified,2026-06-26T14:52:58-04:00,true,2026-06-26T15:21:03-04:00
Garage2_002256#1,Garage2_002256,1,"623.598,415.806,664.13,541.787",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_002916#1,Garage2_002916,1,"462.775,402.34,503.289,532.326",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003000#1,Garage2_003000,1,"545.002,405.109,595.019,562.99",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003060#1,Garage2_003060,1,"618.811,407.649,682.795,597.78",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003408#1,Garage2_003408,1,"835.5,404.354,894.924,541.866",true,worn_unsecured,Side,partial,none,true,,human_verified,2026-06-26T14:53:11-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003504#1,Garage2_003504,1,"534.019,397.393,634.526,657.729",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:53:13-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003576#1,Garage2_003576,1,"340.694,398.422,415.114,640.184",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:53:16-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003600#1,Garage2_003600,1,"258.434,402.637,381.416,648.272",true,worn_unsecured,Side,none,none,true,,human_verified,2026-06-26T14:53:20-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003756#1,Garage2_003756,1,"213.421,402.231,259.793,702.842",true,worn_unsecured,Facing,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003780#1,Garage2_003780,1,"235.585,397.654,359.088,704.613",true,worn_unsecured,Facing,none,none,true,,human_verified,2026-06-26T14:53:25-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003804#1,Garage2_003804,1,"291.335,396.251,406.34,716.31",true,worn_unknown,Facing,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003840#1,Garage2_003840,1,"370.381,390.357,493.981,719.565",true,worn_unsecured,Facing,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003864#1,Garage2_003864,1,"417.221,390.273,579.245,719.475",true,worn_unsecured,Facing,partial,none,true,,human_verified,2026-06-26T14:53:36-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003900#1,Garage2_003900,1,"476.017,383.507,663.295,719.373",true,worn_unsecured,Facing,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003924#1,Garage2_003924,1,"528.471,383.471,746.835,719.351",true,worn_unsecured,Facing,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003948#1,Garage2_003948,1,"569.93,385.179,913.692,719.399",true,worn_unsecured,Facing,partial,none,true,,human_verified,2026-06-26T14:53:42-04:00,true,2026-06-26T15:21:03-04:00
Garage2_003972#1,Garage2_003972,1,"788.319,343.884,959.336,719.03",true,worn_secured,Facing,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000036#1,Garage3_000036,1,"0,356.379,52.313,712.059",true,worn_secured,Side,heavy,none,true,,human_verified,2026-06-26T13:57:51-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000060#1,Garage3_000060,1,"4.176,370.251,162.608,719.395",true,worn_secured,Side,partial,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000060#2,Garage3_000060,2,"907.368,369.848,959.489,719.896",true,worn_unknown,Side,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000096#1,Garage3_000096,1,"127.134,378.741,293.082,719.258",true,worn_secured,Side,partial,none,true,,human_verified,2026-06-26T14:53:57-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000096#2,Garage3_000096,2,"756.49,389.364,918.45,719.493",true,worn_unknown,Back,partial,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000132#1,Garage3_000132,1,"214.426,383.263,408.678,718.865",true,worn_secured,Back,none,none,true,,human_verified,2026-06-26T14:54:16-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000132#2,Garage3_000132,2,"660.313,393.268,813.984,719.584",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000156#1,Garage3_000156,1,"306.442,384.446,430.025,719.282",true,worn_secured,Back,none,none,true,,human_verified,2026-06-26T14:54:25-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000156#2,Garage3_000156,2,"647.355,399.639,764.527,719.441",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000180#1,Garage3_000180,1,"363.96,384.625,490.434,719.458",true,worn_secured,Back,none,none,true,,human_verified,2026-06-26T14:54:31-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000180#2,Garage3_000180,2,"624.227,396.082,745.144,709.951",true,worn_unknown,Back,none,none,true,,helmet_auto_worn_unknown,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000204#1,Garage3_000204,1,"402.871,389.198,543.228,719.537",true,worn_secured,Back,none,none,true,,gpt_prelabel,2026-06-26T15:21:03-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000204#2,Garage3_000204,2,"613.55,395.228,728.222,670.896",true,worn_secured,Back,none,none,true,,human_verified,2026-06-26T14:54:40-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000240#1,Garage3_000240,1,"471.506,393.981,590.861,719.722",true,worn_secured,Back,none,none,true,,human_verified,2026-06-26T14:54:47-04:00,true,2026-06-26T15:21:03-04:00
Garage3_000240#2,Garage3_000240,2,"659.257,405.852,762.885,639.923",true,worn_secured,Side,none,none,true,,human_verified,2026-06-26T14:54:49-04:00,true,2026-06-26T15:21:03-04:00
