worker_key,image_id,recording,scene_type,frame_id,time_sec,worker_index,bbox_x1,bbox_y1,bbox_x2,bbox_y2,inner_x1,inner_y1,inner_x2,inner_y2,depth_region_x1,depth_region_y1,depth_region_x2,depth_region_y2,depth_z_m,depth_status,depth_source,depth_valid_count,depth_high_conf_count,depth_reason,manual_distance_band,distance_band_gt_original,distance_class_3,distance_label_source,depth_train_usable,distance_eval_usable,high_visibility_vest,helmet_status,helmet_worn_binary,orientation,occlusion_level,phone_status,semantic_verified,semantic_final_gt,semantic_label_source,notes
Garage1_000840#1,Garage1_000840,Garage1,indoor_garage,840,14.005482291104272,1,400.583405,409.38913,451.612701,553.062134,413.340729,430.940081,438.855377,495.592932,110,114,118,133,8.609375,valid_depth,conf1,106,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_000888#1,Garage1_000888,Garage1,indoor_garage,888,14.805794625077397,1,378.614594,407.313263,432.89502,575.307617,392.184701,432.512416,419.324913,508.109875,104,115,112,136,7.421875,valid_depth,conf1,133,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_000984#1,Garage1_000984,Garage1,indoor_garage,984,16.40641887509264,1,339.910339,411.456116,416.585815,633.978516,359.079208,444.834476,397.416946,544.969556,95,118,106,146,5.585938,valid_depth,conf2,303,248,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_001008#1,Garage1_001008,Garage1,indoor_garage,1008,16.806574875023216,1,323.295471,408.933929,403.479187,645.791626,343.3414,444.462584,383.433258,551.048547,91,118,103,147,5.195312,valid_depth,conf2,343,325,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_001032#1,Garage1_001032,Garage1,indoor_garage,1032,17.206730875186622,1,302.93219,407.516785,390.848633,671.142578,324.911301,447.060654,368.869522,565.692261,86,119,99,151,4.71875,valid_depth,conf2,403,224,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_001056#1,Garage1_001056,Garage1,indoor_garage,1056,17.60688691609539,1,237.971649,405.059265,362.818542,686.654297,269.183372,447.29852,331.606819,574.016284,71,119,89,154,4.480469,valid_depth,conf2,496,361,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_001356#1,Garage1_001356,Garage1,indoor_garage,1356,22.608834458049387,1,292.606201,409.267365,386.193359,692.396973,316.002991,451.736806,362.796569,579.14513,84,120,97,155,4.257812,valid_depth,conf2,372,268,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_001380#1,Garage1_001380,Garage1,indoor_garage,1380,23.00899004121311,1,341.32959,406.690613,489.062134,692.110291,378.262726,449.503565,452.128998,577.94242,100,119,121,155,4.25,valid_depth,conf2,510,315,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_001428#1,Garage1_001428,Garage1,indoor_garage,1428,23.809300958178937,1,521.324219,405.133392,591.150269,688.783936,538.780732,447.680974,573.693756,575.323718,143,119,153,154,4.3125,valid_depth,conf2,330,306,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_001704#1,Garage1_001704,Garage1,indoor_garage,1704,28.41108625009656,1,665.89502,407.357941,761.342163,705.431519,689.756806,452.068978,737.480377,586.202088,183,120,197,157,4.230469,valid_depth,conf2,491,392,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_001704#2,Garage1_001704,Garage1,indoor_garage,1704,28.41108625009656,2,234.243759,420.801544,340.251282,628.791016,260.74564,451.999965,313.749401,545.595227,69,120,84,146,5.441406,valid_depth,conf1,282,,fallback_conf_ge_1,,Close,3-6,lidar_depth_z_m,true,true,false,absent,false,Side,partial,none,true,true,gpt_prelabel,
Garage1_001728#1,Garage1_001728,Garage1,indoor_garage,1728,28.81124141602777,1,634.700562,403.564514,741.822998,707.288696,661.481171,449.123141,715.042389,585.799023,176,119,191,157,4.125,valid_depth,conf1,506,,fallback_conf_ge_1,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_001728#2,Garage1_001728,Garage1,indoor_garage,1728,28.81124141602777,2,321.087463,414.207825,387.746796,608.451599,337.752296,443.344391,371.081963,530.754089,90,118,99,142,5.878906,valid_depth,conf2,160,41,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,false,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_001752#1,Garage1_001752,Garage1,indoor_garage,1752,29.21139641618356,1,590.72522,408.965881,713.065674,703.391418,621.310334,453.129712,682.48056,585.621203,165,120,182,157,4.15625,valid_depth,conf2,555,492,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_001752#2,Garage1_001752,Garage1,indoor_garage,1752,29.21139641618356,2,382.618835,417.358948,442.150909,591.4599,397.501853,443.474091,427.267891,521.819519,106,118,114,140,6.392578,valid_depth,conf2,153,28,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Side,none,uncertain,true,true,human_verified,
Garage1_001776#1,Garage1_001776,Garage1,indoor_garage,1776,29.611551333218813,1,585.849182,406.483154,654.386475,693.457214,602.983505,449.529263,637.252152,578.66759,160,119,170,155,4.167969,valid_depth,conf2,341,280,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_001776#2,Garage1_001776,Garage1,indoor_garage,1776,29.611551333218813,2,416.894623,409.889465,495.442657,581.796204,436.531632,435.675476,475.805649,513.033508,116,116,127,137,7.005859,valid_depth,conf2,146,86,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Back,none,uncertain,true,true,human_verified,
Garage1_001800#1,Garage1_001800,Garage1,indoor_garage,1800,30.011706290999427,1,574.820312,409.168488,652.031006,698.80896,594.122985,452.614559,632.728333,582.952771,158,120,169,156,4.257812,valid_depth,conf2,382,221,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_001800#2,Garage1_001800,Garage1,indoor_garage,1800,30.011706290999427,2,465.462158,424.379944,531.990784,574.458313,482.094314,446.891699,515.358628,514.426965,128,119,138,138,7.160156,valid_depth,conf2,133,5,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_001824#1,Garage1_001824,Garage1,indoor_garage,1824,30.411861166125163,1,578.655151,407.978638,647.989258,697.534363,595.988678,451.411997,630.655731,581.712073,158,120,169,156,4.261719,valid_depth,conf2,383,351,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,human_verified,
Garage1_001824#2,Garage1_001824,Garage1,indoor_garage,1824,30.411861166125163,2,505.84671,419.423859,568.511963,563.185181,521.513023,440.988057,552.84565,505.680652,139,117,148,135,7.707031,valid_depth,conf1,91,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage1_001848#1,Garage1_001848,Garage1,indoor_garage,1848,30.812016083160415,1,573.952759,407.516174,660.550659,700.177124,595.602234,451.415317,638.901184,583.112744,158,120,171,156,4.296875,valid_depth,conf2,458,336,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage1_001848#2,Garage1_001848,Garage1,indoor_garage,1848,30.812016083160415,2,543.959045,412.958344,574.126526,552.324097,551.500915,433.863207,566.584656,496.577796,147,115,152,133,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Back,heavy,uncertain,true,true,human_verified,
Garage1_001872#1,Garage1_001872,Garage1,indoor_garage,1872,31.212171000195667,1,565.576477,405.879883,655.365479,677.092224,588.023727,446.561734,632.918229,568.607288,156,119,169,152,4.480469,valid_depth,conf2,419,378,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage1_001896#1,Garage1_001896,Garage1,indoor_garage,1896,31.612325875088573,1,577.556274,405.235016,666.727051,668.189087,599.848968,444.678127,644.434357,563.007459,159,118,172,151,4.6875,valid_depth,conf2,406,342,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage1_001932#1,Garage1_001932,Garage1,indoor_garage,1932,32.21255829115398,1,624.013062,408.134308,705.477295,650.337646,644.37912,444.464809,685.111237,553.456311,171,118,183,148,5.046875,valid_depth,conf2,328,256,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage1_002064#1,Garage1_002064,Garage1,indoor_garage,2064,34.41341016604565,1,709.524536,415.402496,747.400085,504.546661,718.993423,428.774121,737.931198,468.888995,191,114,197,126,11.480469,valid_depth,conf1,18,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,false,absent,false,Back,none,uncertain,true,true,human_verified,
Garage1_002064#2,Garage1_002064,Garage1,indoor_garage,2064,34.41341016604565,2,900.055603,407.062897,951.046326,463.039337,912.803284,415.459363,938.298645,440.648761,243,110,251,118,,not_valid_depth,none,,,no_valid_depth_in_inner_box,3-6,3-6,3-6,manual_distance_band,false,true,uncertain,absent,false,Back,heavy,uncertain,true,true,human_verified,
Garage1_002304#1,Garage1_002304,Garage1,indoor_garage,2304,38.41495654103346,1,609.590393,409.117035,658.732056,565.478638,621.875809,432.571275,646.44664,502.933997,165,115,173,135,7.609375,valid_depth,conf1,66,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,human_verified,
Garage1_002340#1,Garage1_002340,Garage1,indoor_garage,2340,39.01518820808269,1,550.535339,410.350952,590.714172,566.147888,560.580047,433.720492,580.669464,503.829114,149,115,155,135,7.742188,valid_depth,conf2,101,39,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,human_verified,
Garage1_002376#1,Garage1_002376,Garage1,indoor_garage,2376,39.61541979108006,1,493.400757,410.905701,533.806824,564.040283,503.502274,433.875888,523.705307,502.78645,134,115,140,135,7.816406,valid_depth,conf2,88,31,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,human_verified,
Garage1_002472#1,Garage1_002472,Garage1,indoor_garage,2472,41.21603700006381,1,374.672882,405.078461,438.475342,589.186279,390.623497,432.694634,422.524727,515.543152,104,115,113,138,6.707031,valid_depth,conf2,188,22,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_002472#2,Garage1_002472,Garage1,indoor_garage,2472,41.21603700006381,2,568.123291,404.656128,581.468384,445.955841,571.459564,410.851085,578.132111,429.435956,152,109,155,115,18.4375,valid_depth,conf1,1,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,true,true,human_verified,
Garage1_002532#1,Garage1_002532,Garage1,indoor_garage,2532,42.216422458179295,1,379.019257,411.142548,433.652435,595.249023,392.677551,438.758519,419.994141,521.606433,104,117,112,140,6.34375,valid_depth,conf2,155,47,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,human_verified,
Garage1_002532#2,Garage1_002532,Garage1,indoor_garage,2532,42.216422458179295,2,565.463257,406.593323,579.460938,447.660217,568.962677,412.753357,575.961518,431.233459,151,110,154,115,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Facing,none,none,true,true,human_verified,
Garage1_002568#1,Garage1_002568,Garage1,indoor_garage,2568,42.816653666086495,1,423.076904,406.198975,481.593384,584.834717,437.706024,432.994336,466.964264,513.38042,116,115,125,137,6.929688,valid_depth,conf2,168,44,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage1_002568#2,Garage1_002568,Garage1,indoor_garage,2568,42.816653666086495,2,559.333332,409.666662,575.333332,447.666662,563.333332,415.366662,571.333332,432.466662,150,110,153,116,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,true,true,human_verified,
Garage1_002616#1,Garage1_002616,Garage1,indoor_garage,2616,43.616961958119646,1,442.629181,410.961426,493.464752,565.12323,455.338074,434.085697,480.755859,503.458508,121,115,129,135,7.828125,valid_depth,conf1,75,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Back,none,none,true,true,gpt_prelabel,
Garage1_002616#2,Garage1_002616,Garage1,indoor_garage,2616,43.616961958119646,2,555.043396,409.125092,570.847595,449.774506,558.994446,415.222504,566.896545,433.51474,149,110,152,116,18.328125,valid_depth,conf1,18,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,true,true,human_verified,
Garage1_002652#1,Garage1_002652,Garage1,indoor_garage,2652,44.21719304122962,1,439.227264,409.601624,485.830261,549.00647,450.878013,430.512351,474.179512,493.244532,120,114,127,132,8.601562,valid_depth,conf1,14,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Back,none,none,true,true,human_verified,
Garage1_002652#2,Garage1_002652,Garage1,indoor_garage,2652,44.21719304122962,2,551.751221,408.81601,566.942078,451.231842,555.548935,415.178385,563.144364,434.265509,148,110,151,116,18.539062,valid_depth,conf1,18,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,true,true,human_verified,
Garage1_002676#1,Garage1_002676,Garage1,indoor_garage,2676,44.61734712519683,1,437.337341,409.276611,480.145294,541.162842,448.039329,429.059546,469.443306,488.40835,119,114,126,131,9,valid_depth,conf2,75,12,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Back,none,none,true,true,human_verified,
Garage1_002676#2,Garage1_002676,Garage1,indoor_garage,2676,44.61734712519683,2,548.770508,406.610046,564.637329,451.83252,552.737213,413.393417,560.670624,433.74353,147,110,150,116,18.421875,valid_depth,conf1,18,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,true,true,human_verified,
Garage1_002700#1,Garage1_002700,Garage1,indoor_garage,2700,45.01750108320266,1,441.025818,405.936951,483.394226,530.816528,451.61792,424.668888,472.802124,480.864697,120,113,127,129,9.625,valid_depth,conf1,32,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Back,partial,none,true,true,human_verified,
Garage1_002700#2,Garage1_002700,Garage1,indoor_garage,2700,45.01750108320266,2,545.456543,407.25531,561.567627,451.203461,549.484314,413.847533,557.539856,433.624201,146,110,149,116,18.515625,valid_depth,conf1,17,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,uncertain,uncertain,uncertain,uncertain,uncertain,uncertain,true,true,human_verified,
Garage1_002784#1,Garage1_002784,Garage1,indoor_garage,2784,46.418040291173384,1,497.41745,412.819855,529.474609,518.668335,505.43174,428.697127,521.460319,476.328943,134,114,140,128,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,uncertain,uncertain,Side,none,none,true,true,human_verified,
Garage1_002784#2,Garage1_002784,Garage1,indoor_garage,2784,46.418040291173384,2,529.696106,408.201233,548.477905,459.886963,534.391556,415.954093,543.782455,439.212671,142,110,146,118,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,uncertain,uncertain,uncertain,uncertain,uncertain,none,true,true,human_verified,
Garage1_002856#1,Garage1_002856,Garage1,indoor_garage,2856,47.618502125144005,1,563.279114,409.504211,600.868286,523.917664,572.676407,426.666229,591.470993,478.152283,152,113,158,128,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,absent,false,Facing,none,none,true,true,human_verified,
Garage1_002856#2,Garage1_002856,Garage1,indoor_garage,2856,47.618502125144005,2,516.202168,403.594951,536.25533,458.127421,521.215459,411.774821,531.242039,436.314433,138,109,142,117,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,uncertain,uncertain,uncertain,uncertain,none,uncertain,true,true,human_verified,
Garage1_002892#1,Garage1_002892,Garage1,indoor_garage,2892,48.21873320802115,1,575.839844,409.316071,621.456055,534.662659,587.243897,428.118059,610.052002,484.524024,156,114,163,130,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,absent,false,Facing,none,none,true,true,human_verified,
Garage1_002892#2,Garage1_002892,Garage1,indoor_garage,2892,48.21873320802115,2,511.774475,405.975311,532.599976,462.738464,516.98085,414.489784,527.393601,440.033203,137,110,141,118,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,uncertain,uncertain,uncertain,uncertain,none,uncertain,true,true,human_verified,
Garage1_002916#1,Garage1_002916,Garage1,indoor_garage,2916,48.61888716602698,1,580.305664,411.118378,625.299072,541.064453,591.554016,430.610289,614.05072,489.086023,157,114,164,131,9.046875,valid_depth,conf1,14,,fallback_conf_ge_1,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,human_verified,
Garage1_002916#2,Garage1_002916,Garage1,indoor_garage,2916,48.61888716602698,2,509.045227,406.034546,529.847412,465.375549,514.245773,414.935696,524.646866,441.639148,137,110,140,118,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_002988#1,Garage1_002988,Garage1,indoor_garage,2988,49.81934912502766,1,557.676636,408.194458,609.904175,567.477539,570.733521,432.08692,596.84729,503.764307,152,115,160,135,7.832031,valid_depth,conf2,150,43,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_002988#2,Garage1_002988,Garage1,indoor_garage,2988,49.81934912502766,2,504.04248,406.016418,526.785278,468.470215,509.72818,415.384488,521.099579,443.488696,135,110,139,119,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,uncertain,uncertain,uncertain,Facing,none,uncertain,true,true,human_verified,
Garage1_003012#1,Garage1_003012,Garage1,indoor_garage,3012,50.21950316615403,1,540.389099,411.567261,596.049866,578.070007,554.304291,436.542673,582.134674,511.468909,147,116,156,137,7.328125,valid_depth,conf2,172,84,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_003012#2,Garage1_003012,Garage1,indoor_garage,3012,50.21950316615403,2,505.196136,406.034363,526.525513,471.628052,510.52848,415.873416,521.193169,445.390576,136,110,139,119,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Facing,none,none,true,true,human_verified,
Garage1_003048#1,Garage1_003048,Garage1,indoor_garage,3048,50.819734333083034,1,510.852173,408.012817,569.940125,594.557556,525.624161,435.994528,555.168137,519.93966,140,116,149,139,6.619141,valid_depth,conf2,190,122,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_003048#2,Garage1_003048,Garage1,indoor_garage,3048,50.819734333083034,2,504.810791,405.848602,525.746521,446.080811,510.044724,411.883433,520.512588,429.987927,136,109,139,115,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_003072#1,Garage1_003072,Garage1,indoor_garage,3072,51.219888291088864,1,473.82193,410.738068,546.006348,608.719727,491.868035,440.435317,527.960244,529.527063,131,117,141,142,6.265625,valid_depth,conf2,238,171,conf_eq_2,,Far,>6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_003108#1,Garage1_003108,Garage1,indoor_garage,3108,51.82011937513016,1,427.797363,407.970276,493.410736,632.065002,444.200706,441.584485,477.007393,542.427112,118,117,128,145,5.53125,valid_depth,conf2,252,215,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Facing,none,none,true,true,gpt_prelabel,
Garage1_003108#2,Garage1_003108,Garage1,indoor_garage,3108,51.82011937513016,2,507.112793,407.216034,533.120544,480.865997,513.614731,418.263528,526.618606,451.406012,136,111,141,121,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Facing,none,uncertain,true,true,human_verified,
Garage1_003132#1,Garage1_003132,Garage1,indoor_garage,3132,52.22027345816605,1,349.901886,412.048645,467.388428,644.280029,379.273522,446.883353,438.016792,551.387475,101,119,117,148,5.214844,valid_depth,conf2,357,239,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_003132#2,Garage1_003132,Garage1,indoor_garage,3132,52.22027345816605,2,510.108521,407.83255,537.410278,483.671173,516.93396,419.208343,530.584839,453.335724,137,111,142,121,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Facing,none,none,true,true,human_verified,
Garage1_003156#1,Garage1_003156,Garage1,indoor_garage,3156,52.620427458081394,1,312.936951,410.729187,392.46167,652.747314,332.818131,447.031906,372.58049,555.940063,88,119,100,149,4.851562,valid_depth,conf2,284,228,conf_eq_2,,Close,3-6,lidar_depth_z_m,true,true,true,absent,false,Side,none,none,true,true,gpt_prelabel,
Garage1_003156#2,Garage1_003156,Garage1,indoor_garage,3156,52.620427458081394,2,509.244324,407.073944,537.420227,487.591278,516.2883,419.151544,530.376251,455.384344,137,111,142,122,,not_valid_depth,none,,,no_valid_depth_in_inner_box,>6,>6,>6,manual_distance_band,false,true,false,absent,false,Facing,none,none,true,true,human_verified,
Garage2_000000#1,Garage2_000000,Garage2,indoor_garage,0,0.0,1,0.28347,392.893799,154.966873,719.290466,38.954321,441.853299,116.296022,588.731799,10,117,32,157,2.099609,valid_depth,conf2,840,124,conf_eq_2,,Very_Close,<3,lidar_depth_z_m,true,true,true,worn_unsecured,true,Side,partial,none,true,true,human_verified,
Garage2_000024#1,Garage2_000024,Garage2,indoor_garage,24,0.4001566250808537,1,119.541573,392.065063,260.358643,719.512329,154.74584,441.182153,225.154375,588.533423,41,117,61,157,2.394531,valid_depth,conf2,789,736,conf_eq_2,,Very_Close,<3,lidar_depth_z_m,true,true,true,worn_unsecured,true,Side,partial,none,true,true,human_verified,
Garage2_000060#1,Garage2_000060,Garage2,indoor_garage,60,1.0003912500105798,1,286.664001,387.779846,400.092468,719.264038,315.021118,437.502475,371.735351,586.670361,84,116,100,157,2.955078,valid_depth,conf2,605,533,conf_eq_2,,Very_Close,<3,lidar_depth_z_m,true,true,true,worn_unsecured,true,Side,partial,none,true,true,human_verified,
